participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.type,player.partner_id,player.partner_type,player.signal,player.choice,player.partner_choice,player.match,player.late,player.points,player.payoff,group.id_in_subsession,subsession.round_number,subsession.game,subsession.game_name,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
8,3bmtk66q,,0,390,390,finalpage,1,MyPage,147.156.150.25,2018-12-04 09:01:48.898350+00:00,1,,,166,8,2,1,2,2,1,1,1,,80,0,1,46,0,A,6qotbpzp,,,,,,0
9,4q9njb6c,,0,390,390,finalpage,1,MyPage,147.156.150.33,2018-12-04 09:02:07.150578+00:00,1,,,80,1,2,8,3,2,1,1,1,,40,0,2,46,0,A,6qotbpzp,,,,,,0
10,4cpwknpa,,0,390,390,finalpage,1,MyPage,147.156.150.22,2018-12-04 09:02:18.763854+00:00,1,,,30,2,1,3,1,2,1,1,1,,160,0,2,46,0,A,6qotbpzp,,,,,,0
11,c053nvw1,,0,390,390,finalpage,1,MyPage,147.156.150.32,2018-12-04 09:02:31.809423+00:00,1,,,107,3,1,2,1,1,1,1,1,,160,0,2,46,0,A,6qotbpzp,,,,,,0
12,2beqn8vm,,0,390,390,finalpage,1,MyPage,147.156.150.23,2018-12-04 09:02:46.330093+00:00,1,,,83,4,3,7,3,3,1,1,1,,40,0,2,46,0,A,6qotbpzp,,,,,,0
13,2uhr3jm0,,0,390,390,finalpage,1,MyPage,147.156.150.26,2018-12-04 09:03:05.273582+00:00,1,,,37,5,2,6,1,2,0,0,0,,75,0,2,46,0,A,6qotbpzp,,,,,,0
14,q37idchh,,0,390,390,finalpage,1,MyPage,147.156.150.37,2018-12-04 09:03:17.179445+00:00,1,,,81,6,1,5,2,2,0,0,0,,100,0,2,46,0,A,6qotbpzp,,,,,,0
15,pw9n4il1,,0,390,390,finalpage,1,MyPage,147.156.150.27,2018-12-04 09:03:29.597161+00:00,1,,,83,7,3,4,3,2,1,1,1,,40,0,2,46,0,A,6qotbpzp,,,,,,0
16,h6xafewl,,0,390,390,finalpage,1,MyPage,147.156.150.38,2018-12-04 09:03:43.061668+00:00,1,,,110,8,3,1,2,2,1,1,1,,80,0,2,46,0,A,6qotbpzp,,,,,,0
1,3vj2y18u,,0,390,390,finalpage,1,MyPage,147.156.150.6,2018-12-04 09:00:06.114117+00:00,1,,,101,1,2,4,2,2,0,1,0,,75,0,1,47,1,B,6qotbpzp,,,,,,0
2,fozj9706,,0,390,390,finalpage,1,MyPage,147.156.150.10,2018-12-04 09:00:19.849206+00:00,1,,,165,2,3,7,2,2,1,1,1,,80,0,1,47,1,B,6qotbpzp,,,,,,0
3,egytwmx2,,0,390,390,finalpage,1,MyPage,147.156.150.12,2018-12-04 09:00:30.007590+00:00,1,,,116,3,2,5,3,3,0,0,0,,75,0,1,47,1,B,6qotbpzp,,,,,,0
4,5lbyae4e,,0,390,390,finalpage,1,MyPage,147.156.150.14,2018-12-04 09:00:47.857712+00:00,1,,,50,4,2,1,2,2,1,0,0,,75,0,1,47,1,B,6qotbpzp,,,,,,0
5,5ymz9c6m,,0,390,390,finalpage,1,MyPage,147.156.150.15,2018-12-04 09:01:08.935470+00:00,1,,,106,5,1,3,1,2,0,0,0,,80,0,1,47,1,B,6qotbpzp,,,,,,0
6,gz76zj1k,,0,390,390,finalpage,1,MyPage,147.156.150.17,2018-12-04 09:01:20.891849+00:00,1,,,171,6,1,8,3,2,1,1,1,,40,0,1,47,1,B,6qotbpzp,,,,,,0
7,0pzmiowt,,0,390,390,finalpage,1,MyPage,147.156.150.19,2018-12-04 09:01:33.906780+00:00,1,,,110,7,1,2,1,1,1,1,1,,160,0,1,47,1,B,6qotbpzp,,,,,,0
8,3bmtk66q,,0,390,390,finalpage,1,MyPage,147.156.150.25,2018-12-04 09:01:48.898350+00:00,1,,,166,8,3,6,1,2,1,1,1,,160,0,1,47,1,B,6qotbpzp,,,,,,0
9,4q9njb6c,,0,390,390,finalpage,1,MyPage,147.156.150.33,2018-12-04 09:02:07.150578+00:00,1,,,80,1,1,4,1,1,1,1,1,,160,0,2,47,1,B,6qotbpzp,,,,,,0
10,4cpwknpa,,0,390,390,finalpage,1,MyPage,147.156.150.22,2018-12-04 09:02:18.763854+00:00,1,,,30,2,1,7,2,2,1,1,1,,80,0,2,47,1,B,6qotbpzp,,,,,,0
11,c053nvw1,,0,390,390,finalpage,1,MyPage,147.156.150.32,2018-12-04 09:02:31.809423+00:00,1,,,107,3,2,5,3,3,0,1,0,,75,0,2,47,1,B,6qotbpzp,,,,,,0
12,2beqn8vm,,0,390,390,finalpage,1,MyPage,147.156.150.23,2018-12-04 09:02:46.330093+00:00,1,,,83,4,1,1,1,1,1,1,1,,160,0,2,47,1,B,6qotbpzp,,,,,,0
13,2uhr3jm0,,0,390,390,finalpage,1,MyPage,147.156.150.26,2018-12-04 09:03:05.273582+00:00,1,,,37,5,3,3,2,2,1,0,0,,25,0,2,47,1,B,6qotbpzp,,,,,,0
14,q37idchh,,0,390,390,finalpage,1,MyPage,147.156.150.37,2018-12-04 09:03:17.179445+00:00,1,,,81,6,3,8,1,2,1,1,1,,160,0,2,47,1,B,6qotbpzp,,,,,,0
15,pw9n4il1,,0,390,390,finalpage,1,MyPage,147.156.150.27,2018-12-04 09:03:29.597161+00:00,1,,,83,7,2,2,1,2,1,1,1,,160,0,2,47,1,B,6qotbpzp,,,,,,0
16,h6xafewl,,0,390,390,finalpage,1,MyPage,147.156.150.38,2018-12-04 09:03:43.061668+00:00,1,,,110,8,1,6,3,2,1,1,1,,40,0,2,47,1,B,6qotbpzp,,,,,,0
1,3vj2y18u,,0,390,390,finalpage,1,MyPage,147.156.150.6,2018-12-04 09:00:06.114117+00:00,1,,,101,1,1,5,1,2,0,1,0,,100,100,1,48,0,A,6qotbpzp,,,,,,0
2,fozj9706,,0,390,390,finalpage,1,MyPage,147.156.150.10,2018-12-04 09:00:19.849206+00:00,1,,,165,2,3,8,1,1,1,1,1,,160,160,1,48,0,A,6qotbpzp,,,,,,0
3,egytwmx2,,0,390,390,finalpage,1,MyPage,147.156.150.12,2018-12-04 09:00:30.007590+00:00,1,,,116,3,1,7,3,2,0,0,0,,100,100,1,48,0,A,6qotbpzp,,,,,,0
4,5lbyae4e,,0,390,390,finalpage,1,MyPage,147.156.150.14,2018-12-04 09:00:47.857712+00:00,1,,,50,4,1,6,3,2,1,1,1,,40,40,1,48,0,A,6qotbpzp,,,,,,0
5,5ymz9c6m,,0,390,390,finalpage,1,MyPage,147.156.150.15,2018-12-04 09:01:08.935470+00:00,1,,,106,5,1,1,1,1,1,0,0,,100,100,1,48,0,A,6qotbpzp,,,,,,0
6,gz76zj1k,,0,390,390,finalpage,1,MyPage,147.156.150.17,2018-12-04 09:01:20.891849+00:00,1,,,171,6,3,4,1,2,1,1,1,,160,160,1,48,0,A,6qotbpzp,,,,,,0
7,0pzmiowt,,0,390,390,finalpage,1,MyPage,147.156.150.19,2018-12-04 09:01:33.906780+00:00,1,,,110,7,1,3,3,2,0,0,0,,100,100,1,48,0,A,6qotbpzp,,,,,,0
8,3bmtk66q,,0,390,390,finalpage,1,MyPage,147.156.150.25,2018-12-04 09:01:48.898350+00:00,1,,,166,8,3,2,1,1,1,1,1,,160,160,1,48,0,A,6qotbpzp,,,,,,0
9,4q9njb6c,,0,390,390,finalpage,1,MyPage,147.156.150.33,2018-12-04 09:02:07.150578+00:00,1,,,80,1,2,5,3,3,0,1,0,,75,75,2,48,0,A,6qotbpzp,,,,,,0
10,4cpwknpa,,0,390,390,finalpage,1,MyPage,147.156.150.22,2018-12-04 09:02:18.763854+00:00,1,,,30,2,3,8,1,2,1,0,0,,25,25,2,48,0,A,6qotbpzp,,,,,,0
11,c053nvw1,,0,390,390,finalpage,1,MyPage,147.156.150.32,2018-12-04 09:02:31.809423+00:00,1,,,107,3,1,7,2,2,0,1,0,,100,100,2,48,0,A,6qotbpzp,,,,,,0
12,2beqn8vm,,0,390,390,finalpage,1,MyPage,147.156.150.23,2018-12-04 09:02:46.330093+00:00,1,,,83,4,2,6,2,2,1,0,0,,75,75,2,48,0,A,6qotbpzp,,,,,,0
13,2uhr3jm0,,0,390,390,finalpage,1,MyPage,147.156.150.26,2018-12-04 09:03:05.273582+00:00,1,,,37,5,3,1,2,2,1,0,0,,25,25,2,48,0,A,6qotbpzp,,,,,,0
14,q37idchh,,0,390,390,finalpage,1,MyPage,147.156.150.37,2018-12-04 09:03:17.179445+00:00,1,,,81,6,2,4,2,2,0,1,0,,75,75,2,48,0,A,6qotbpzp,,,,,,0
15,pw9n4il1,,0,390,390,finalpage,1,MyPage,147.156.150.27,2018-12-04 09:03:29.597161+00:00,1,,,83,7,2,3,1,2,1,0,0,,75,75,2,48,0,A,6qotbpzp,,,,,,0
16,h6xafewl,,0,390,390,finalpage,1,MyPage,147.156.150.38,2018-12-04 09:03:43.061668+00:00,1,,,110,8,1,2,3,2,0,1,0,,100,100,2,48,0,A,6qotbpzp,,,,,,0
1,3vj2y18u,,0,390,390,finalpage,1,MyPage,147.156.150.6,2018-12-04 09:00:06.114117+00:00,1,,,101,1,2,8,3,3,1,1,1,,40,0,1,49,1,B,6qotbpzp,,,,,,0
2,fozj9706,,0,390,390,finalpage,1,MyPage,147.156.150.10,2018-12-04 09:00:19.849206+00:00,1,,,165,2,1,6,3,2,0,0,0,,80,0,1,49,1,B,6qotbpzp,,,,,,0
3,egytwmx2,,0,390,390,finalpage,1,MyPage,147.156.150.12,2018-12-04 09:00:30.007590+00:00,1,,,116,3,3,7,1,2,1,0,0,,25,0,1,49,1,B,6qotbpzp,,,,,,0
4,5lbyae4e,,0,390,390,finalpage,1,MyPage,147.156.150.14,2018-12-04 09:00:47.857712+00:00,1,,,50,4,1,5,2,2,1,1,1,,80,0,1,49,1,B,6qotbpzp,,,,,,0
5,5ymz9c6m,,0,390,390,finalpage,1,MyPage,147.156.150.15,2018-12-04 09:01:08.935470+00:00,1,,,106,5,3,4,2,2,1,1,1,,80,0,1,49,1,B,6qotbpzp,,,,,,0
6,gz76zj1k,,0,390,390,finalpage,1,MyPage,147.156.150.17,2018-12-04 09:01:20.891849+00:00,1,,,171,6,2,2,1,2,0,0,0,,75,0,1,49,1,B,6qotbpzp,,,,,,0
7,0pzmiowt,,0,390,390,finalpage,1,MyPage,147.156.150.19,2018-12-04 09:01:33.906780+00:00,1,,,110,7,2,3,3,3,0,1,0,,75,0,1,49,1,B,6qotbpzp,,,,,,0
8,3bmtk66q,,0,390,390,finalpage,1,MyPage,147.156.150.25,2018-12-04 09:01:48.898350+00:00,1,,,166,8,3,1,2,2,1,1,1,,80,0,1,49,1,B,6qotbpzp,,,,,,0
9,4q9njb6c,,0,390,390,finalpage,1,MyPage,147.156.150.33,2018-12-04 09:02:07.150578+00:00,1,,,80,1,2,8,2,2,1,1,1,,80,0,2,49,1,B,6qotbpzp,,,,,,0
10,4cpwknpa,,0,390,390,finalpage,1,MyPage,147.156.150.22,2018-12-04 09:02:18.763854+00:00,1,,,30,2,2,6,3,3,0,1,0,,75,0,2,49,1,B,6qotbpzp,,,,,,0
11,c053nvw1,,0,390,390,finalpage,1,MyPage,147.156.150.32,2018-12-04 09:02:31.809423+00:00,1,,,107,3,3,7,3,3,1,1,1,,40,0,2,49,1,B,6qotbpzp,,,,,,0
12,2beqn8vm,,0,390,390,finalpage,1,MyPage,147.156.150.23,2018-12-04 09:02:46.330093+00:00,1,,,83,4,2,5,2,2,1,0,0,,75,0,2,49,1,B,6qotbpzp,,,,,,0
13,2uhr3jm0,,0,390,390,finalpage,1,MyPage,147.156.150.26,2018-12-04 09:03:05.273582+00:00,1,,,37,5,2,4,2,2,0,1,0,,75,0,2,49,1,B,6qotbpzp,,,,,,0
14,q37idchh,,0,390,390,finalpage,1,MyPage,147.156.150.37,2018-12-04 09:03:17.179445+00:00,1,,,81,6,3,2,2,2,1,0,0,,25,0,2,49,1,B,6qotbpzp,,,,,,0
15,pw9n4il1,,0,390,390,finalpage,1,MyPage,147.156.150.27,2018-12-04 09:03:29.597161+00:00,1,,,83,7,3,3,3,3,1,1,1,,40,0,2,49,1,B,6qotbpzp,,,,,,0
16,h6xafewl,,0,390,390,finalpage,1,MyPage,147.156.150.38,2018-12-04 09:03:43.061668+00:00,1,,,110,8,2,1,2,2,1,1,1,,80,0,2,49,1,B,6qotbpzp,,,,,,0
1,3vj2y18u,,0,390,390,finalpage,1,MyPage,147.156.150.6,2018-12-04 09:00:06.114117+00:00,1,,,101,1,3,7,3,3,1,1,1,,40,0,1,50,1,B,6qotbpzp,,,,,,0
2,fozj9706,,0,390,390,finalpage,1,MyPage,147.156.150.10,2018-12-04 09:00:19.849206+00:00,1,,,165,2,3,6,3,3,0,1,0,,25,0,1,50,1,B,6qotbpzp,,,,,,0
3,egytwmx2,,0,390,390,finalpage,1,MyPage,147.156.150.12,2018-12-04 09:00:30.007590+00:00,1,,,116,3,3,4,3,2,1,1,1,,40,0,1,50,1,B,6qotbpzp,,,,,,0
4,5lbyae4e,,0,390,390,finalpage,1,MyPage,147.156.150.14,2018-12-04 09:00:47.857712+00:00,1,,,50,4,3,3,1,1,1,1,1,,160,0,1,50,1,B,6qotbpzp,,,,,,0
5,5ymz9c6m,,0,390,390,finalpage,1,MyPage,147.156.150.15,2018-12-04 09:01:08.935470+00:00,1,,,106,5,1,8,3,3,0,1,0,,80,0,1,50,1,B,6qotbpzp,,,,,,0
6,gz76zj1k,,0,390,390,finalpage,1,MyPage,147.156.150.17,2018-12-04 09:01:20.891849+00:00,1,,,171,6,3,2,3,3,1,0,0,,25,0,1,50,1,B,6qotbpzp,,,,,,0
7,0pzmiowt,,0,390,390,finalpage,1,MyPage,147.156.150.19,2018-12-04 09:01:33.906780+00:00,1,,,110,7,3,1,3,2,1,1,1,,40,0,1,50,1,B,6qotbpzp,,,,,,0
8,3bmtk66q,,0,390,390,finalpage,1,MyPage,147.156.150.25,2018-12-04 09:01:48.898350+00:00,1,,,166,8,3,5,3,2,1,0,0,,25,0,1,50,1,B,6qotbpzp,,,,,,0
9,4q9njb6c,,0,390,390,finalpage,1,MyPage,147.156.150.33,2018-12-04 09:02:07.150578+00:00,1,,,80,1,3,7,2,2,1,0,0,,25,0,2,50,1,B,6qotbpzp,,,,,,0
10,4cpwknpa,,0,390,390,finalpage,1,MyPage,147.156.150.22,2018-12-04 09:02:18.763854+00:00,1,,,30,2,2,6,1,1,1,0,0,,75,0,2,50,1,B,6qotbpzp,,,,,,0
11,c053nvw1,,0,390,390,finalpage,1,MyPage,147.156.150.32,2018-12-04 09:02:31.809423+00:00,1,,,107,3,2,4,2,2,1,1,1,,80,0,2,50,1,B,6qotbpzp,,,,,,0
12,2beqn8vm,,0,390,390,finalpage,1,MyPage,147.156.150.23,2018-12-04 09:02:46.330093+00:00,1,,,83,4,2,3,2,2,1,1,1,,80,0,2,50,1,B,6qotbpzp,,,,,,0
13,2uhr3jm0,,0,390,390,finalpage,1,MyPage,147.156.150.26,2018-12-04 09:03:05.273582+00:00,1,,,37,5,2,8,3,3,0,1,0,,75,0,2,50,1,B,6qotbpzp,,,,,,0
14,q37idchh,,0,390,390,finalpage,1,MyPage,147.156.150.37,2018-12-04 09:03:17.179445+00:00,1,,,81,6,1,2,2,2,0,1,0,,80,0,2,50,1,B,6qotbpzp,,,,,,0
15,pw9n4il1,,0,390,390,finalpage,1,MyPage,147.156.150.27,2018-12-04 09:03:29.597161+00:00,1,,,83,7,2,1,3,3,0,1,0,,75,0,2,50,1,B,6qotbpzp,,,,,,0
16,h6xafewl,,0,390,390,finalpage,1,MyPage,147.156.150.38,2018-12-04 09:03:43.061668+00:00,1,,,110,8,3,5,2,2,1,0,0,,25,0,2,50,1,B,6qotbpzp,,,,,,0
1,3vj2y18u,,0,390,390,finalpage,1,MyPage,147.156.150.6,2018-12-04 09:00:06.114117+00:00,1,,,101,1,1,2,2,2,0,1,0,,100,0,1,51,0,A,6qotbpzp,,,,,,0
2,fozj9706,,0,390,390,finalpage,1,MyPage,147.156.150.10,2018-12-04 09:00:19.849206+00:00,1,,,165,2,2,1,1,2,1,0,0,,75,0,1,51,0,A,6qotbpzp,,,,,,0
3,egytwmx2,,0,390,390,finalpage,1,MyPage,147.156.150.12,2018-12-04 09:00:30.007590+00:00,1,,,116,3,3,4,3,3,1,1,1,,40,0,1,51,0,A,6qotbpzp,,,,,,0
4,5lbyae4e,,0,390,390,finalpage,1,MyPage,147.156.150.14,2018-12-04 09:00:47.857712+00:00,1,,,50,4,2,3,1,2,1,1,1,,160,0,1,51,0,A,6qotbpzp,,,,,,0
5,5ymz9c6m,,0,390,390,finalpage,1,MyPage,147.156.150.15,2018-12-04 09:01:08.935470+00:00,1,,,106,5,1,8,2,2,0,1,0,,100,0,1,51,0,A,6qotbpzp,,,,,,0
6,gz76zj1k,,0,390,390,finalpage,1,MyPage,147.156.150.17,2018-12-04 09:01:20.891849+00:00,1,,,171,6,2,7,2,2,1,0,0,,75,0,1,51,0,A,6qotbpzp,,,,,,0
7,0pzmiowt,,0,390,390,finalpage,1,MyPage,147.156.150.19,2018-12-04 09:01:33.906780+00:00,1,,,110,7,2,6,2,2,0,1,0,,75,0,1,51,0,A,6qotbpzp,,,,,,0
8,3bmtk66q,,0,390,390,finalpage,1,MyPage,147.156.150.25,2018-12-04 09:01:48.898350+00:00,1,,,166,8,3,5,3,3,1,0,0,,25,0,1,51,0,A,6qotbpzp,,,,,,0
9,4q9njb6c,,0,390,390,finalpage,1,MyPage,147.156.150.33,2018-12-04 09:02:07.150578+00:00,1,,,80,1,3,2,3,3,1,1,1,,40,0,2,51,0,A,6qotbpzp,,,,,,0
10,4cpwknpa,,0,390,390,finalpage,1,MyPage,147.156.150.22,2018-12-04 09:02:18.763854+00:00,1,,,30,2,3,1,3,2,1,1,1,,40,0,2,51,0,A,6qotbpzp,,,,,,0
11,c053nvw1,,0,390,390,finalpage,1,MyPage,147.156.150.32,2018-12-04 09:02:31.809423+00:00,1,,,107,3,3,4,2,2,1,1,1,,80,0,2,51,0,A,6qotbpzp,,,,,,0
12,2beqn8vm,,0,390,390,finalpage,1,MyPage,147.156.150.23,2018-12-04 09:02:46.330093+00:00,1,,,83,4,2,3,3,2,1,1,1,,40,0,2,51,0,A,6qotbpzp,,,,,,0
13,2uhr3jm0,,0,390,390,finalpage,1,MyPage,147.156.150.26,2018-12-04 09:03:05.273582+00:00,1,,,37,5,1,8,2,2,0,1,0,,100,0,2,51,0,A,6qotbpzp,,,,,,0
14,q37idchh,,0,390,390,finalpage,1,MyPage,147.156.150.37,2018-12-04 09:03:17.179445+00:00,1,,,81,6,3,7,1,2,1,0,0,,25,0,2,51,0,A,6qotbpzp,,,,,,0
15,pw9n4il1,,0,390,390,finalpage,1,MyPage,147.156.150.27,2018-12-04 09:03:29.597161+00:00,1,,,83,7,1,6,3,3,0,1,0,,100,0,2,51,0,A,6qotbpzp,,,,,,0
16,h6xafewl,,0,390,390,finalpage,1,MyPage,147.156.150.38,2018-12-04 09:03:43.061668+00:00,1,,,110,8,2,5,1,2,1,0,0,,75,0,2,51,0,A,6qotbpzp,,,,,,0
1,3vj2y18u,,0,390,390,finalpage,1,MyPage,147.156.150.6,2018-12-04 09:00:06.114117+00:00,1,,,101,1,2,8,1,1,1,1,1,,160,0,1,52,1,B,6qotbpzp,,,,,,0
2,fozj9706,,0,390,390,finalpage,1,MyPage,147.156.150.10,2018-12-04 09:00:19.849206+00:00,1,,,165,2,3,3,3,3,1,1,1,,40,0,1,52,1,B,6qotbpzp,,,,,,0
3,egytwmx2,,0,390,390,finalpage,1,MyPage,147.156.150.12,2018-12-04 09:00:30.007590+00:00,1,,,116,3,3,2,1,2,1,1,1,,160,0,1,52,1,B,6qotbpzp,,,,,,0
4,5lbyae4e,,0,390,390,finalpage,1,MyPage,147.156.150.14,2018-12-04 09:00:47.857712+00:00,1,,,50,4,3,7,3,3,1,1,1,,40,0,1,52,1,B,6qotbpzp,,,,,,0
5,5ymz9c6m,,0,390,390,finalpage,1,MyPage,147.156.150.15,2018-12-04 09:01:08.935470+00:00,1,,,106,5,1,6,2,2,0,0,0,,80,0,1,52,1,B,6qotbpzp,,,,,,0
6,gz76zj1k,,0,390,390,finalpage,1,MyPage,147.156.150.17,2018-12-04 09:01:20.891849+00:00,1,,,171,6,1,5,3,3,0,0,0,,80,0,1,52,1,B,6qotbpzp,,,,,,0
7,0pzmiowt,,0,390,390,finalpage,1,MyPage,147.156.150.19,2018-12-04 09:01:33.906780+00:00,1,,,110,7,3,4,3,3,1,1,1,,40,0,1,52,1,B,6qotbpzp,,,,,,0
8,3bmtk66q,,0,390,390,finalpage,1,MyPage,147.156.150.25,2018-12-04 09:01:48.898350+00:00,1,,,166,8,3,1,3,2,1,1,1,,40,0,1,52,1,B,6qotbpzp,,,,,,0
9,4q9njb6c,,0,390,390,finalpage,1,MyPage,147.156.150.33,2018-12-04 09:02:07.150578+00:00,1,,,80,1,2,8,1,2,1,0,0,,75,0,2,52,1,B,6qotbpzp,,,,,,0
10,4cpwknpa,,0,390,390,finalpage,1,MyPage,147.156.150.22,2018-12-04 09:02:18.763854+00:00,1,,,30,2,2,3,2,2,1,1,1,,80,0,2,52,1,B,6qotbpzp,,,,,,0
11,c053nvw1,,0,390,390,finalpage,1,MyPage,147.156.150.32,2018-12-04 09:02:31.809423+00:00,1,,,107,3,2,2,2,2,1,1,1,,80,0,2,52,1,B,6qotbpzp,,,,,,0
12,2beqn8vm,,0,390,390,finalpage,1,MyPage,147.156.150.23,2018-12-04 09:02:46.330093+00:00,1,,,83,4,1,7,2,2,1,1,1,,80,0,2,52,1,B,6qotbpzp,,,,,,0
13,2uhr3jm0,,0,390,390,finalpage,1,MyPage,147.156.150.26,2018-12-04 09:03:05.273582+00:00,1,,,37,5,2,6,3,3,0,1,0,,75,0,2,52,1,B,6qotbpzp,,,,,,0
14,q37idchh,,0,390,390,finalpage,1,MyPage,147.156.150.37,2018-12-04 09:03:17.179445+00:00,1,,,81,6,3,5,2,2,1,0,0,,25,0,2,52,1,B,6qotbpzp,,,,,,0
15,pw9n4il1,,0,390,390,finalpage,1,MyPage,147.156.150.27,2018-12-04 09:03:29.597161+00:00,1,,,83,7,2,4,1,2,1,1,1,,160,0,2,52,1,B,6qotbpzp,,,,,,0
16,h6xafewl,,0,390,390,finalpage,1,MyPage,147.156.150.38,2018-12-04 09:03:43.061668+00:00,1,,,110,8,1,1,2,2,0,1,0,,80,0,2,52,1,B,6qotbpzp,,,,,,0
1,3vj2y18u,,0,390,390,finalpage,1,MyPage,147.156.150.6,2018-12-04 09:00:06.114117+00:00,1,,,101,1,2,4,1,1,1,1,1,,160,0,1,53,0,A,6qotbpzp,,,,,,0
2,fozj9706,,0,390,390,finalpage,1,MyPage,147.156.150.10,2018-12-04 09:00:19.849206+00:00,1,,,165,2,1,7,2,2,1,1,1,,80,0,1,53,0,A,6qotbpzp,,,,,,0
3,egytwmx2,,0,390,390,finalpage,1,MyPage,147.156.150.12,2018-12-04 09:00:30.007590+00:00,1,,,116,3,3,6,3,3,1,0,0,,25,0,1,53,0,A,6qotbpzp,,,,,,0
4,5lbyae4e,,0,390,390,finalpage,1,MyPage,147.156.150.14,2018-12-04 09:00:47.857712+00:00,1,,,50,4,1,1,1,2,1,1,1,,160,0,1,53,0,A,6qotbpzp,,,,,,0
5,5ymz9c6m,,0,390,390,finalpage,1,MyPage,147.156.150.15,2018-12-04 09:01:08.935470+00:00,1,,,106,5,1,8,1,2,0,1,0,,100,0,1,53,0,A,6qotbpzp,,,,,,0
6,gz76zj1k,,0,390,390,finalpage,1,MyPage,147.156.150.17,2018-12-04 09:01:20.891849+00:00,1,,,171,6,1,3,2,2,0,1,0,,100,0,1,53,0,A,6qotbpzp,,,,,,0
7,0pzmiowt,,0,390,390,finalpage,1,MyPage,147.156.150.19,2018-12-04 09:01:33.906780+00:00,1,,,110,7,2,2,1,1,1,1,1,,160,0,1,53,0,A,6qotbpzp,,,,,,0
8,3bmtk66q,,0,390,390,finalpage,1,MyPage,147.156.150.25,2018-12-04 09:01:48.898350+00:00,1,,,166,8,3,5,3,3,1,0,0,,25,0,1,53,0,A,6qotbpzp,,,,,,0
9,4q9njb6c,,0,390,390,finalpage,1,MyPage,147.156.150.33,2018-12-04 09:02:07.150578+00:00,1,,,80,1,1,4,2,2,0,1,0,,100,0,2,53,0,A,6qotbpzp,,,,,,0
10,4cpwknpa,,0,390,390,finalpage,1,MyPage,147.156.150.22,2018-12-04 09:02:18.763854+00:00,1,,,30,2,2,7,3,2,0,1,0,,75,0,2,53,0,A,6qotbpzp,,,,,,0
11,c053nvw1,,0,390,390,finalpage,1,MyPage,147.156.150.32,2018-12-04 09:02:31.809423+00:00,1,,,107,3,1,6,2,2,0,1,0,,100,0,2,53,0,A,6qotbpzp,,,,,,0
12,2beqn8vm,,0,390,390,finalpage,1,MyPage,147.156.150.23,2018-12-04 09:02:46.330093+00:00,1,,,83,4,2,1,1,2,1,0,0,,75,0,2,53,0,A,6qotbpzp,,,,,,0
13,2uhr3jm0,,0,390,390,finalpage,1,MyPage,147.156.150.26,2018-12-04 09:03:05.273582+00:00,1,,,37,5,1,8,1,2,0,1,0,,100,0,2,53,0,A,6qotbpzp,,,,,,0
14,q37idchh,,0,390,390,finalpage,1,MyPage,147.156.150.37,2018-12-04 09:03:17.179445+00:00,1,,,81,6,2,3,1,2,1,0,0,,75,0,2,53,0,A,6qotbpzp,,,,,,0
15,pw9n4il1,,0,390,390,finalpage,1,MyPage,147.156.150.27,2018-12-04 09:03:29.597161+00:00,1,,,83,7,3,2,2,2,1,0,0,,25,0,2,53,0,A,6qotbpzp,,,,,,0
16,h6xafewl,,0,390,390,finalpage,1,MyPage,147.156.150.38,2018-12-04 09:03:43.061668+00:00,1,,,110,8,1,5,1,1,1,0,0,,100,0,2,53,0,A,6qotbpzp,,,,,,0
1,3vj2y18u,,0,390,390,finalpage,1,MyPage,147.156.150.6,2018-12-04 09:00:06.114117+00:00,1,,,101,1,2,3,3,2,0,1,0,,75,0,1,54,0,A,6qotbpzp,,,,,,0
2,fozj9706,,0,390,390,finalpage,1,MyPage,147.156.150.10,2018-12-04 09:00:19.849206+00:00,1,,,165,2,3,6,3,3,1,1,1,,40,0,1,54,0,A,6qotbpzp,,,,,,0
3,egytwmx2,,0,390,390,finalpage,1,MyPage,147.156.150.12,2018-12-04 09:00:30.007590+00:00,1,,,116,3,1,1,1,1,1,0,0,,100,0,1,54,0,A,6qotbpzp,,,,,,0
4,5lbyae4e,,0,390,390,finalpage,1,MyPage,147.156.150.14,2018-12-04 09:00:47.857712+00:00,1,,,50,4,1,5,3,3,1,1,1,,40,0,1,54,0,A,6qotbpzp,,,,,,0
5,5ymz9c6m,,0,390,390,finalpage,1,MyPage,147.156.150.15,2018-12-04 09:01:08.935470+00:00,1,,,106,5,3,4,1,1,1,1,1,,160,0,1,54,0,A,6qotbpzp,,,,,,0
6,gz76zj1k,,0,390,390,finalpage,1,MyPage,147.156.150.17,2018-12-04 09:01:20.891849+00:00,1,,,171,6,3,2,2,2,1,1,1,,80,0,1,54,0,A,6qotbpzp,,,,,,0
7,0pzmiowt,,0,390,390,finalpage,1,MyPage,147.156.150.19,2018-12-04 09:01:33.906780+00:00,1,,,110,7,3,8,3,3,1,0,0,,25,0,1,54,0,A,6qotbpzp,,,,,,0
